name,rating,review,date,location,sentiment
Ashish P,"Rated 3.0 out of 5,",,2018-06-27,Café Coffee Day jp nagar,Neutral
Gijo Palladan,"Rated 3.0 out of 5,",,2019-06-27,Café Coffee Day jp nagar,Neutral
Samata Ballal,"Rated 3.0 out of 5,",,2021-06-27,Café Coffee Day jp nagar,Neutral
S K R,"Rated 5.0 out of 5,",,2019-06-27,Café Coffee Day jp nagar,Neutral
Manish,"Rated 5.0 out of 5,",,2019-06-27,Café Coffee Day jp nagar,Neutral
Harish Pandian.R,"Rated 5.0 out of 5,",,2019-06-27,Café Coffee Day jp nagar,Neutral
Shreyank S,"Rated 5.0 out of 5,",,2018-06-27,Café Coffee Day jp nagar,Neutral
Namitha Kraj,"Rated 4.0 out of 5,",,2019-06-27,Café Coffee Day jp nagar,Neutral
Proactive,"Rated 1.0 out of 5,",,2019-06-27,Café Coffee Day jp nagar,Neutral
Linda Joseph,"Rated 3.0 out of 5,",,2021-06-27,Café Coffee Day jp nagar,Neutral
Mohit Rana,"Rated 5.0 out of 5,",,2020-06-27,Café Coffee Day jp nagar,Neutral
DeepS sss,"Rated 4.0 out of 5,",,2017-06-27,Café Coffee Day jp nagar,Neutral
Vinuth Vishwanath,"Rated 5.0 out of 5,",,2020-06-27,Café Coffee Day jp nagar,Neutral
Naveen narayana,"Rated 5.0 out of 5,",,2019-06-27,Café Coffee Day jp nagar,Neutral
santhosh santu,"Rated 4.0 out of 5,",,2021-06-27,Café Coffee Day jp nagar,Neutral
Swathy Rajendran,"Rated 4.0 out of 5,",,2020-06-27,Café Coffee Day jp nagar,Neutral
Debojit Ganguli,"Rated 5.0 out of 5,",,2021-06-27,Café Coffee Day jp nagar,Neutral
Thefoodiebites Yazzi,"Rated 3.0 out of 5,",Decent place for a coffee or to chill. The red velvet cake was nice. Iced tea was nice too but had to wait long for it as they didn't have ice at that time.Service needs to improve.Ambiance - 4/5Service - 2/5Product Quality/ Presentation - 3/5Taste - 3.5/5Portion Size - 3/5Value for money - 3/5Food: 3/5  |  Service: 2/5  |  Atmosphere: 4/5Decent place for a coffee or to chill. The red velvet cake was nice. Iced tea was nice too but had to wait long for it as they didn't have ice at that time.Service needs to improve. …More,2023-04-27,Café Coffee Day kormangala 5th,Positive
Aswath,"Rated 3.0 out of 5,","Well, they should improve upon the coffee and pay more attention to customer needs. I ordered a hazelnut cappuccino and specifically asked for sugarless. And the manager agreed. Two issues after it was brought to me. It was lukewarm, like 40-50 degrees, which is too cold and it had a load of sugar in it. Apparently the hazelnut syrup has sugar. How am I supposed to know that. The manager was very apologetic, but the deeds already done. I left without consuming most of my coffee.Food: 4/5  |  Service: 4/5  |  Atmosphere: 4/5Well, they should improve upon the coffee and pay more attention to customer needs. I ordered a hazelnut cappuccino and specifically asked for sugarless. And the manager agreed. Two issues after it was brought to me. It was lukewarm, like …More",2022-12-27,Café Coffee Day kormangala 5th,Positive
Sarva Chandran,"Rated 1.0 out of 5,","Worst experience, i ordered for a dark frappe with ice cream but all i got is crushed ice cubes. The taste is horrible and even the service.Tables are dirty with uses glasses and cigarette boxes. I asked them to clean it but they never did. The service also is worst, people are rude.Overall, I'm never coming here again.Food: 1/5  |  Service: 1/5  |  Atmosphere: 1/5Worst experience, i ordered for a dark frappe with ice cream but all i got is crushed ice cubes. The taste is horrible and even the service.Tables are dirty with uses glasses and cigarette boxes. I asked them to clean it …More",2023-05-27,Café Coffee Day kormangala 5th,Negative
Merin Chacko,"Rated 5.0 out of 5,",Had their Tangerine white chocolate coffee. Just amazing. Couldn't stop drinking once I had a sip. The quantity is perfect.The cafe's Wi-Fi is mostly unavailable and can get crowded at times with people from the college nearby.The staff is very friendly and helpful.Has a restroom. Could be a little more clean.Have to park on the road and Parking space might not always be available.Had their Tangerine white chocolate coffee. Just amazing. Couldn't stop drinking once I had a sip. The quantity is perfect. …More,2022-06-27,Café Coffee Day kormangala 5th,Positive
Caleb Friesen,"Rated 2.0 out of 5,","The cashier who took my order insisted on calling an Americano as black coffee, and she did not know what was a Doppio. Ethiopian single-origin coffee on the menu is not available, or the cashier doesn't know what it is, not sure which. Despite there being only 2-3 customers, my order of 2 drinks took 15 minutes. Cashier, who also served our drinks, was wearing mask around her neck, not covering her mouth or nose as she carried our drinks (and I'm assuming also prepared our drinks). However, this is a pet-friendly place, so I have given 2 stars instead of 1 star.The cashier who took my order insisted on calling an Americano as black coffee, and she did not know what was a Doppio. Ethiopian single-origin coffee on the menu is not available, or the cashier doesn't know what it is, not sure which. …More",2022-06-27,Café Coffee Day kormangala 5th,Negative
angad achappa,"Rated 2.0 out of 5,","Updated review: place isn't well kept, especially the outside area, the tables are quite run down and dusty, even inside you have something that looks like fungus/mould on near the AC and windows. Sad to see a place which was once so popular, and now also decently crowded, not looked after well.Old review: Usually crowded during the day due to its close proximity to JNC, but gets peaceful and quiet towards the end of the day.Pleasant staff.Updated review: place isn't well kept, especially the outside area, the tables are quite run down and dusty, even inside you have something that looks like fungus/mould on near the AC and windows. Sad to see a place which was once so …More",2022-06-27,Café Coffee Day kormangala 5th,Negative
Ankit Gupta,"Rated 4.0 out of 5,","Totally amazing experience at this outlet. It's couple friendly also silent place for working people. Have almost of kind of sitting for family, friends , collegue, couples and working people. I am giving four star because CCD has taken down their app from playstore. But I loved the Place. If you are smoker so you can easily smoke as they have provided the tables and chairs to have nice coffee with cigarette.Note : I went here alone 😅Attaching some photos for you but it's not nice maybe.Totally amazing experience at this outlet. It's couple friendly also silent place for working people. Have almost of kind of sitting for family, friends , collegue, couples and working people. I am giving four star because CCD has taken …More",2022-06-27,Café Coffee Day kormangala 5th,Positive
Ramya Venugopal,"Rated 4.0 out of 5,","We ordered Belgian chocolate shake and crunch frappe, with Ice cream on top 🍨 it was yum, but the sugar was very less, so we asked them for extra sugar, after the customisation it became so watery, yet it's kinda okey. Usually I love going to CCD, but sometimes i end up compromising myself. Their sandwich 🥪 and garlic bread 🍞 are my favo. I really like their mocha too. And blue mojito( which they removed from the menu)Wheelchair accessibility: NO, imthis outlet doesn't have wheelchair accessibility   Dietary restrictions: They have decade and almond milk options too We ordered Belgian chocolate shake and crunch frappe, with Ice cream on top 🍨 it was yum, but the sugar was very less, so we asked them for extra sugar, after the customisation it became so watery, yet it's kinda okey. Usually I love going …More",2022-08-27,Café Coffee Day kormangala 5th,Positive
Goutham Shravan,"Rated 2.0 out of 5,",Pathetic service.Tables are uncleaned.Tangerine coffee which is the authentic coffee of CCD - is not up to the standard.AC doesn’t work nor Wi-Fi! Staff here Don’t know what’s the issue with it.Not happy with this ccd outlet.Pathetic service.Tables are uncleaned.Tangerine coffee which is the authentic coffee of CCD - is not up to the …More,2023-01-27,Café Coffee Day kormangala 5th,Negative
Akshay Surya,"Rated 2.0 out of 5,",The ambience was good. But the coffee was just plain horrible. I didn't have any big expectations but this experience just blew everything away. For the price you pay I expected much more. Anyways never ever again. The place is quiet so it's fine if you wish for a thinking spot and get some work done.,2020-06-27,Café Coffee Day kormangala 5th,Neutral
Sindhu Reddy,"Rated 1.0 out of 5,","Very bad experience i had today, ordered for choco fantasy cake with vanilla icecream, cake was was too hard, served like cold cake no taste, had to change order for coffee , & coffee turned out to be wrost thing ever, hot coffee being served as cold coffee, place being so dirty, no maintenance, better close this cafe coffee day..",2023-02-27,Café Coffee Day kormangala 5th,Negative
Prabhat Swain,"Rated 3.0 out of 5,","Really cool ambience, very friendly staff . The usual Cafe Coffee Day vibe. Work place or fun place both are being taken care of.",2022-07-27,Café Coffee Day kormangala 5th,Positive
Md Faraz,"Rated 5.0 out of 5,",The place is really fantastic to sit and have your own privacy or a chat . I opted out at night time. still the staff was happy to serve me. Mainly the Coffee taste is good I feel awesome when I take the first sip. If you wanna hangout with friends or Wanna go for a date with your love ones please visit CCD....,2022-09-27,Café Coffee Day kormangala 5th,Positive
Aamir Hassan Yousuf,"Rated 5.0 out of 5,",Peaceful place to sit and work along with free wifi and decent music,2022-06-27,Café Coffee Day kormangala 5th,Positive
Nav Red,"Rated 2.0 out of 5,","Similar to all Cafe Coffee day stores in Bangalore. But they have not the store well and not maintained clean. Wonder how the staff work here. Accepts all digital payments and good for hangout. Has the Place to sit outside the store. Coffee is good, but the ambience of store has to be neat and clean. There is only 2 staffs to serve. Takes lot of time to prepare.Similar to all Cafe Coffee day stores in Bangalore. But they have not the store well and not maintained clean. Wonder how the staff work here. Accepts all digital payments and good for hangout. Has the Place to sit outside the store. Coffee …More",2019-06-27,Café Coffee Day kormangala 5th,Neutral
Joseph Stalin,"Rated 3.0 out of 5,",Good atmosphere and place to hangout with friends. Not great on food or value for moneyFood: 3/5  |  Service: 3/5  |  Atmosphere: 4/5 …More,2023-04-27,Café Coffee Day kormangala 5th,Neutral
A J,"Rated 5.0 out of 5,","I love this particular Coffee Day. Great staff, lovely ambience, coffee and internet too.We visited past 12 AM and the staff were just as welcoming.Beverage ordered:Strawberry ShakeChoco ShakeCafe FrappéI love this particular Coffee Day. Great staff, lovely ambience, coffee and internet too. …More",2018-06-27,Café Coffee Day kormangala 5th,Positive
Happy Soul,"Rated 5.0 out of 5,",Cool place to hangout with friends... best place to work from home ... can carry a laptop and work for hours... 24/7 service... take home facility is also available... safe and secure place for gals gang out at night... what I love most about the food is milkshakes... exciting combo offers available... nice experience,2019-06-27,Café Coffee Day kormangala 5th,Positive
Abhi Abhi,"Rated 3.0 out of 5,","Can use the place as a discussion place and can spend some time. Stafs are not interested for the salesFood: 2/5  |  Service: 2/5  |  Atmosphere: 3/5Recommended dishes
Garlic Bread …More",2023-06-27,Café Coffee Day kormangala 5th,Neutral
sandeep kapoor,"Rated 4.0 out of 5,",As usual ccd  place but in good location. And have good sitting area outside as well. Might be more good for smokers. Even i dont like ccd nowdays.. Because they reduced quality not worth for that its not with that branch but mostly everywhere in ccd. . For ambience I am giving four stars.,2019-06-27,Café Coffee Day kormangala 5th,Positive
Aseema Karve,"Rated 5.0 out of 5,","I always love to go to CCD. It has always been my favourite hang out place, especially, if I am catching up with my friends.I liked the staff attitude, service, taste of coffee everything. They had put some soft music in cafe, so that we could sit and relax and chat with each other without any disturbance.Food: 4/5  |  Service: 4/5  |  Atmosphere: 4/5I always love to go to CCD. It has always been my favourite hang out place, especially, if I am catching up with my friends.I liked the staff attitude, service, taste of coffee everything. They had put …More",2022-11-27,Café Coffee Day kormangala 5th,Positive
Vidhyasahar,"Rated 5.0 out of 5,",Calm place for meet ups. Good food and good coffee options. I loved their Milkshakes. Service is also good.,2018-06-27,Café Coffee Day kormangala 5th,Positive
Jagadish KB,"Rated 4.0 out of 5,",The coffee was not great. Normal only. Ambience is great.Food: 3/5  |  Service: 3/5  |  Atmosphere: 5/5 …More,2023-03-27,Café Coffee Day kormangala 5th,Positive
Abhishek Kothari,"Rated 1.0 out of 5,","Pathetic. Nowhere close to what they used to be a decade back. Paid 250 for a sizzling chocolate brownie and what was served was a pity. It was the tiniest sizzler tray i have ever seen, with very little chocolate sauce. Asked them for 2 extra spoons and they said they were out of spoons. They didn't even have tissue holders on the tables. One has to go to the billing counter and beg for a tissue. Small roadside cafes serve much better sizzling chocolate brownies.Pathetic. Nowhere close to what they used to be a decade back. Paid 250 for a sizzling chocolate brownie and what was served was a pity. It was the tiniest sizzler tray i have ever seen, with very little chocolate sauce. Asked them for 2 …More",2022-06-27,Café Coffee Day kormangala 5th,Negative
Ashish Mark Ramkhelawan,"Rated 5.0 out of 5,",It's been my favorite place in KormanglaFood: 5/5  |  Service: 5/5  |  Atmosphere: 5/5 …More,2023-06-27,Café Coffee Day kormangala 5th,Positive
Ayaz Zanzeria,"Rated 4.0 out of 5,","Cafe Coffee Day - a chain of coffee outlets spread across various locations... This facility is located near Jyoti Nivas College in Koramangala...The location is easily accessible and visible... Parking is an issue... The ambience is ok... The place seems crowded though...The menu has the same options as that of any other café Coffee Day outlet, nothing special or nothing less...The place is crowded and feels congested... Difficult to have a peaceful conversation... Overall, an ok experience for a regular coffee outlet...Vegetarian options: Limited coffee options Kid-friendliness: Ok for kidsParking: Limited parking space available Wheelchair accessibility: Not wheelchair friendly Dietary restrictions: No specific dietsCafe Coffee Day - a chain of coffee outlets spread across various locations... This facility is located near Jyoti Nivas College in Koramangala... …More",2022-08-27,Café Coffee Day kormangala 5th,Positive
Abhishek Sangavikar,"Rated 3.0 out of 5,",At first the location of the cafe and so The cafe point to meet ur buddies...humble and service oriented staff of the cafe and the well lit ambience along with the good choice of music,2017-06-27,Café Coffee Day kormangala 5th,Positive
Sumit Jaswal,"Rated 5.0 out of 5,",Awesome place to spend some quite time with a cup of coffeeFood: 5/5  |  Service: 5/5  |  Atmosphere: 5/5 …More,2023-01-27,Café Coffee Day kormangala 5th,Positive
Sripalram B,"Rated 5.0 out of 5,",It was a nice experience and we can sit and have outside also,2022-06-27,Café Coffee Day kormangala 5th,Positive
Sujit Royal,"Rated 4.0 out of 5,",The place is quite and cool enough to get your laptop and bounce into your work with a good coffee.,2018-06-27,Café Coffee Day kormangala 5th,Positive
Nishant Kumar,"Rated 3.0 out of 5,",I ordered hot chocolate but they didn't had much of options for the same. Only the regular hot chocolate without any add ons  unlike their competitorsFood: 3/5  |  Service: 5/5  |  Atmosphere: 5/5 …More,2022-10-27,Café Coffee Day kormangala 5th,Positive
poojitha reddy,"Rated 2.0 out of 5,",We have ordered sizzling brownie.. they served with room temperature... and taste also not good,2022-09-27,Café Coffee Day kormangala 5th,Negative
Manjleen Bhasin,"Rated 4.0 out of 5,",Great CCD outlet with a new amazing menu... I love the sitting ambience and unique menu here,2018-06-27,Café Coffee Day kormangala 5th,Positive
Yash Rabish,"Rated 5.0 out of 5,","""Nice place and staff food is expensive""""Good ambiance and service""Great Location, awesome space""",2018-06-27,Café Coffee Day kormangala 5th,Positive
Qhazi Wallis ehteshamul haqh,"Rated 4.0 out of 5,",Lots of mosquitos and outer area is dusty need some hygeine pratice to staff and also you can spend plenty of time there,2022-09-27,Café Coffee Day kormangala 5th,Neutral
Vishesh Saxena,"Rated 3.0 out of 5,",The service is Ok. They have an outdoor and indoor sitting. The outdoor sitting is a bit odd as you have to go all the way in to place order. Inside there keeps coming noise of either cofee grinding or mixture grinding.They have a limited menu. They didnt have tea when I went. Overall an okay.,2021-06-27,Café Coffee Day kormangala 5th,Positive
Vivek K,"Rated 2.0 out of 5,",Ambience seems ok. Has outdoor seating. The place is very spacious and can accommodate a crowd. Suitable for long hours of work with on-site WiFi. The cappuccino I ordered was horrible. Watered down brew with not so good coffee. Expected much more for the high price. The AC seems not working or switched off as the temperature inside was hot. Accepts all digital payments.Ambience seems ok. Has outdoor seating. The place is very spacious and can accommodate a crowd. Suitable for long hours of work with on-site WiFi. The cappuccino I ordered was horrible. Watered down brew with not so good coffee. Expected …More,2020-06-27,Café Coffee Day kormangala 5th,Neutral
Sumit Jain,"Rated 1.0 out of 5,",Ordered sugar cane juice here and more than half of my glass was filled with ice cubes so that the quantity of the juice looks way too much...,2020-06-27,Café Coffee Day kormangala 5th,Negative
kakumani prateek,"Rated 4.0 out of 5,","This CCD is mostly where I work out off , so I know the staff very well , have no complains at all . They usually are very prompt with their services , not because I am a regular , to other customers as well . Sometimes though they run out of stock of few things but they do restock as soon as possible.",2022-06-27,Café Coffee Day kormangala 5th,Positive
PEWER GAMING,"Rated 4.0 out of 5,","Good ambience,good to work and a sip of coffee",2023-01-27,Café Coffee Day kormangala 5th,Positive
roshni,"Rated 1.0 out of 5,",The staff here is very unprofessional and untrained. There was an issue about the parking facilities here and the front desk executive said talk to bbmp not me!? How illiterate one can be to know the fact that bbmp has nothing to do with your parking facilities (which is apparently not there). How did a cafe this size without parking approved?!!The staff here is very unprofessional and untrained. There was an issue about the parking facilities here and the front desk executive said talk to bbmp not me!? How illiterate one can be to know the fact that bbmp has nothing to do with …More,2022-06-27,Café Coffee Day kormangala 5th,Negative
Anuj Nigam,"Rated 4.0 out of 5,","It's like any other CCD...well lit, clean and serving the same drinks and food. The service was prompt although finding parking here can be an issue (you park right on the street). Worth stopping by if you are in the area for the cold coffees, milkshakes and smoked chicken sandwich. P.S. - try the chocolate milkshake there, it's pretty goodIt's like any other CCD...well lit, clean and serving the same drinks and food. The service was prompt although finding parking here can be an issue (you park right on the street). Worth stopping by if you are in the area for the cold …More",2018-06-27,Café Coffee Day kormangala 5th,Positive
Robin Joseph Abraham,"Rated 3.0 out of 5,",A good cafe coffee day shop is here. Good for spending evening time and chit chat.,2017-06-27,Café Coffee Day kormangala 5th,Positive
divesh doshi,"Rated 5.0 out of 5,",Loved the toffee coffee & raspberry chocolate dome,2018-06-27,Café Coffee Day kormangala 5th,Positive
karan sharma,"Rated 5.0 out of 5,",Being in a prime location makes it easier to find.Plus their coffee is really amazing and the staff is equally helpful to give to suggestions on your taste of coffee and how you should have an awesome experience.Plus they have outside sitting which makes your experience better due to great weather of Bangalore.Recommended any day.Being in a prime location makes it easier to find.Plus their coffee is really amazing and the staff is equally helpful to give to …More,2018-06-27,Café Coffee Day kormangala 5th,Positive
Arjun Runs - Late Traveller,"Rated 4.0 out of 5,",An affordable coffee place like all the other CCDs. The difference here is that they provide seating to smokers just outside the Cafe. Prices are reasonable. Ambience is cozy though a little worn out. Service is a little slow as compared to other stores. Prime location and walkabke distance from many central places.,2018-06-27,Café Coffee Day kormangala 5th,Positive
Parvez Khan,"Rated 4.0 out of 5,",The set up has tow divisions of CCD near Ashoka Pillar. Both sporting an outside seating along with inside. The smaller set up is short of staff and accounts to self service. The bigger one is mostly outdoor and has amazing ambience with a big shadow of the tree. Good food and good service. Awesome joint for friends or if you are looking for some solitary time to introspect and sip on the life as it passes.The set up has tow divisions of CCD near Ashoka Pillar. Both sporting an outside seating along with inside. The smaller set up is short of staff and accounts to self service. The bigger one is mostly outdoor and has amazing ambience with a …More,2019-06-27,Café Coffee Day kormangala 5th,Positive
Anil S,"Rated 1.0 out of 5,",Yesterday I brought my parents to this coffee day and it is very bad experience. People are smoking every where inside coffee day premises.,2022-08-27,Café Coffee Day kormangala 5th,Negative
Ranjan Sundaram,"Rated 3.0 out of 5,","I'd never rate a cafe coffee day higher than a 2, but the guy working here was so, polite that I had to give it an extra star. It's actually quite a decent place and open really late, so if you just wanna chill and chat for a while over a cup of some mediocre beverage, then this might be a place for you.",2019-06-27,Café Coffee Day kormangala 5th,Neutral
Sacheth Donni,"Rated 4.0 out of 5,",Vegan options are just limited to beverages and not cakes. But the ones that exist are really tasty.,2022-07-27,Café Coffee Day kormangala 5th,Neutral
Archit Agrawal,"Rated 5.0 out of 5,","One of the best CCD in blore. I have also been to those who will shamelessly ask you to buy more if what you are buying is not much profitable to them.But here the staff is really adorable. Once you become regular customer, they will treat you more like friend (maintaining courtesy).Different sitting arrangements with nice lighting.One of the best CCD in blore. I have also been to those who will shamelessly ask you to buy more if what you are buying is not much profitable to them.But here the staff is really adorable. Once you become regular customer, they …More",2017-06-27,Café Coffee Day kormangala 5th,Positive
Sultana Shaikh,"Rated 1.0 out of 5,",Nice interiors but the service was misleading. The boy at the counter seemed to be a fresher and was doing what he was asked to do like a robot. He asked me to install CCD app to earn points. On installing the app I got 50points which this counter guy used to order a samosa without my knowledge. So here I am with a coffee and an unwanted samosa because an untrained boy was at the counter and an experience staff wasn't interested in solving the issue.Nice interiors but the service was misleading. The boy at the counter seemed to be a fresher and was doing what he was asked to do like a robot. He asked me to install CCD app to earn points. On installing the app I got 50points which this …More,2020-06-27,Café Coffee Day kormangala 5th,Negative
Bengaluru Duniya,"Rated 4.0 out of 5,","Good hang out place, you get good ccd gift items as well",2018-06-27,Café Coffee Day kormangala 5th,Positive
Ashok NR,"Rated 3.0 out of 5,",Great place to have meetings. Coffee is decent. Some snacks like crispies are very nice. Staff is OK. Parking has to be done on the roadside. Food is below par and overpriced.,2018-06-27,Café Coffee Day kormangala 5th,Neutral
Miss hungry soul,"Rated 4.0 out of 5,","If you love to chill out with free WiFi, cc'd is the best place. You can sip.on your coffee and do your work. I love their devil's own cold coffee. They have different varieties. They also offer itbwith ice cream of you want to",2020-06-27,Café Coffee Day kormangala 5th,Positive
Tenzin Shawa,"Rated 5.0 out of 5,",A good place to rest and have a cup of coffee. Most of the customers here are students and corporate professionals. The attitude of the employees are really heart warming. 5star cuz of the employees,2018-06-27,Café Coffee Day kormangala 5th,Positive
Madhuri Anasuya,"Rated 3.0 out of 5,",This is mostly my take away place when I'm in the go.Devils own and spinach and corn sandwiches are my all time favorites.Chicken tikka sandwich also happens to be great!!,2019-06-27,Café Coffee Day kormangala 5th,Positive
Laxmi Priya,"Rated 4.0 out of 5,","I have asked myself the question many times- what would I do if there werent coffee days. In the pu days, coffee days were the obvious places to go after bunking schools, later the spaces for an easy smoke during college and now a perfect meeting spaces of professional nature along with a space to chill in between work for a freelancer. And the non interference from the staff is a blessing.I have asked myself the question many times- what would I do if there werent coffee days. In the pu days, coffee days were the obvious places to go after bunking schools, later the spaces for an easy smoke during college and now a perfect …More",2018-06-27,Café Coffee Day kormangala 5th,Positive
Srijata Ghosh,"Rated 3.0 out of 5,","Coffee is always my favorite drink. Especially cold coffee. Now we all know ccd is a chain restaurant and there is nothing new about it. The ambience is similar all across the country. My personal favorite items are- cafe frappe, devil's own, pomegranate lemon ice tea, tropical ice Berg, smoked chicken, Choco fantasy. The combos are decent as well.Coffee is always my favorite drink. Especially cold coffee. Now we all know ccd is a chain restaurant and there is nothing new about it. The ambience is similar all across the country. My personal favorite items are- cafe frappe, devil's …More",2018-06-27,Café Coffee Day kormangala 5th,Positive
Thepa Gren,"Rated 1.0 out of 5,","I order for frappe regular ice cream blended  cold coffee , they treat me like first time I am having cold coffee , so coffee maker serve me ice cube blended with too much sugary, pathetic quality and wasted Rs.441 for two.",2022-06-27,Café Coffee Day kormangala 5th,Negative
A. M.,"Rated 4.0 out of 5,",It's as good as any other Coffee Day. Only I'm not a big fan of CCD. I only like the ambience they maintain. The beverages and food on sale are very expensive.,2018-06-27,Café Coffee Day kormangala 5th,Positive
Ameen Khan,"Rated 5.0 out of 5,","Very well managed, and the ambience is neat and clean. Keeping the current scenario in mind extra measures are taken care by the staffs and the management. #Staysafe.",2021-06-27,Café Coffee Day kormangala 5th,Positive
Abhilash Sanap,"Rated 4.0 out of 5,",Location is good. They provide free Wi-Fi for half an hour. Suitable for freelancers who hunt for places to sit and work. Menu is good. Place is little cozy.,2017-06-27,Café Coffee Day kormangala 5th,Positive
Pavan M S,"Rated 5.0 out of 5,","This place is very quite and nice. The staff don't bother you much and there are seats outside which are surrounded by plants. So, Just light it up n don't stop...",2019-06-27,Café Coffee Day kormangala 5th,Positive
Pramila G,"Rated 3.0 out of 5,",They need to upgrade the sitting pattern a bit outside the cafe.. Else.  It's on of the oldest coffee day and really beautiful,2022-06-27,Café Coffee Day kormangala 5th,Positive
Rhino Maximus,"Rated 4.0 out of 5,","Doesn't smell as bad as some of the other cafe coffee day outlets so that raises the stars from a regular 3 for a CCD to 4. The menu is still very outclassed by Starbucks so I'd have to refrain from a 5 star rating. Oh and the cafe is on a road with very poor 3G and 4G reception for BSNL, Jio and Vodafone so don't come here with plans to work on your laptop for a bit or watch YouTube videos.Doesn't smell as bad as some of the other cafe coffee day outlets so that raises the stars from a regular 3 for a CCD to 4. The menu is still very outclassed by Starbucks so I'd have to refrain from a 5 star rating. Oh and the cafe is on a …More",2017-06-27,Café Coffee Day kormangala 5th,Neutral
saumya shaji,"Rated 5.0 out of 5,","go to place if u want to spend good time with friends or for that matter anybody.  U can even come here alone, read, write, work or whatever u want.. Sit here for however long u want but order something at least .  Staff is cooperative and helpful..",2017-06-27,Café Coffee Day kormangala 5th,Positive
Arleen Sharma,"Rated 3.0 out of 5,","Nice cafe ! ...but pizza was not good ..they put lots of garlic , so don't waste money on that ! Otherwise cappuccino and mocha is too good.",2021-06-27,Café Coffee Day kormangala 5th,Positive
Sathyanarayanan D,"Rated 5.0 out of 5,","I have always liked this place, specially for the early morning coffee! In the mornings it is usually quiet and pleasant and in the evening it gets a little lively.Overall a good Place!",2018-06-27,Café Coffee Day kormangala 5th,Positive
Prateek Pc,"Rated 4.0 out of 5,",Good place for a first date,2019-06-27,Café Coffee Day kormangala 5th,Positive
The Itinerant,"Rated 2.0 out of 5,",If you are looking forward to sit outside then don't go there as the furniture outside is very uncomfortable and unclean.,2022-06-27,Café Coffee Day kormangala 5th,Negative
Chandan Prasad,"Rated 5.0 out of 5,",Nice to hangout for family in Koramangala.Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5 …More,2023-03-27,Café Coffee Day kormangala 5th,Positive
Anita Roy,"Rated 5.0 out of 5,","Excellent service and comfort: I am Anita roy, I just wanted to share my first time experience review at 5 th block CCD......I always use to be in forum CCD, but last week I went to Ccd which is near to jyothi nivas college, I had a great time there with my friends, laxmi gave a good service and as per Sidhant suggestion I tried rosted chicken burger 🍔, and that was really nice.As I feel,  first impression is the best impression,  So I like to be there next also.Excellent service and comfort: I am Anita roy, I just wanted to share my first time experience review at 5 th block CCD......I always use to be in forum CCD, but last week I went to Ccd which is near to …More",2016-06-27,Café Coffee Day kormangala 5th,Positive
sudhan sundersion george,"Rated 5.0 out of 5,","Very good place of ambience  spaciousFood: 5/5  |  Service: 4/5  |  Atmosphere: 4/5Parking space
Difficult to find parking …More",2022-11-27,Café Coffee Day kormangala 5th,Positive
Kumar,"Rated 4.0 out of 5,",Good coffee at affordable prices..,2020-06-27,Café Coffee Day kormangala 5th,Positive
Naved Anjum Rehman,"Rated 5.0 out of 5,",CCDs are always great places to have a talk with friends over a coffee. Their ambiant lighting and humble staff add up to the experience.,2017-06-27,Café Coffee Day kormangala 5th,Positive
Vinay K,"Rated 1.0 out of 5,",Worst service. Being big brand your employees were playing PUBG here. Waited for more than half an hour for one coffee even there is no crowd.,2020-06-27,Café Coffee Day kormangala 5th,Negative
Prashanth kumar,"Rated 5.0 out of 5,","This place is so cool, you have both indoor and outdoor tables for both smoker and non smokers..",2022-06-27,Café Coffee Day kormangala 5th,Positive
Amith Sharma,"Rated 5.0 out of 5,","As always, CCD is one of the best and safest option in any neighbourhood for a quick meal or snack. And the meeting place.",2021-06-27,Café Coffee Day kormangala 5th,Positive
kavya gowda,"Rated 5.0 out of 5,",It was good ambiance and we'll serviced,2022-10-27,Café Coffee Day kormangala 5th,Positive
Arjun A,"Rated 4.0 out of 5,","There's enough amenities to bring your significant other / work relentlessly on your laptop / have a decent cup of coffee, if that's what you're looking for.",2019-06-27,Café Coffee Day kormangala 5th,Positive
muskan bamnia,"Rated 3.0 out of 5,",It's okay place.ambience is good to be. However the staff isn't that great or hospitable ... I think their training team really need to work hard.,2018-06-27,Café Coffee Day kormangala 5th,Neutral
Prasad DN,"Rated 5.0 out of 5,",Superb staff. I like his smiling face.Well placed,2022-06-27,Café Coffee Day kormangala 5th,Positive
Moez Ahmed Quadri,"Rated 4.0 out of 5,","Good place to relax, discuss and coffee. No worries about parking!!",2022-06-27,Café Coffee Day kormangala 5th,Positive
nidesh ng,"Rated 5.0 out of 5,",All time visit every day good to hang out with friends and family,2022-06-27,Café Coffee Day kormangala 5th,Positive
GK P,"Rated 4.0 out of 5,",Food:  Good like any other CCDAmbiance:  GoodService & staff:  GoodGood place to hangout with friends for couple of hours having some coffee n quick bitesFood:  Good like any other CCDAmbiance:  GoodService & staff:  Good …More,2018-06-27,Café Coffee Day kormangala 5th,Positive
Shantha N,"Rated 3.0 out of 5,",Lots of mosquitoes these days. The air conditioner is not cooling enough. We sweat inside the coffee day.,2019-06-27,Café Coffee Day kormangala 5th,Positive
SAHID-ul- ALAM,"Rated 5.0 out of 5,",Place is good but if you don't have friendzz or gf then no use of going,2020-06-27,Café Coffee Day kormangala 5th,Positive
